name,salary,season_start,season_end
Terry Rozier ,17905263,2021,2022
Ricky Rubio ,17800000,2021,2022
Clint Capela ,17603448,2021,2022
Caris LeVert ,17500000,2021,2022
Jonathan Isaac ,17400000,2021,2022
Joe Harris ,17357143,2021,2022
Evan Fournier ,17142857,2021,2022
Steven Adams ,17073171,2021,2022
Markelle Fultz ,16500000,2021,2022
Aaron Gordon ,16409091,2021,2022
Gary Trent Jr ,16225000,2021,2022
OG Anunoby ,16071429,2021,2022
Davis Bertans ,16000000,2021,2022
Lauri Markkanen ,15690909,2021,2022
Derrick White ,15678571,2021,2022
Duncan Robinson ,15650000,2021,2022
Marcus Morris ,15627907,2021,2022
Will Barton ,15625000,2021,2022
Norman Powell ,15517242,2021,2022
Dejounte Murray ,15428880,2021,2022
Malik Beasley ,14491964,2021,2022
Marcus Smart ,14339285,2021,2022
Patrick Beverley ,14320987,2021,2022
Thaddeus Young ,14190000,2021,2022
Jonas Valanciunas ,14000000,2021,2022
Doug McDermott ,13750000,2021,2022
Christian Wood ,13666667,2021,2022
Derrick Rose ,13445120,2021,2022
Luke Kennard ,13347727,2021,2022
Taurean Prince ,13334375,2021,2022
Brook Lopez ,13302325,2021,2022
Kentavious Caldwell-Pope ,13038862,2021,2022
Joe Ingles ,13036364,2021,2022
Kyle Kuzma ,13000000,2021,2022
Robert Covington ,12975471,2021,2022
TJ Warren ,12940000,2021,2022
Deandre Ayton ,12632950,2021,2022
Terrence Ross ,12500000,2021,2022
Jordan Clarkson ,12420000,2021,2022
Dillon Brooks ,12200000,2021,2022
Kelly Olynyk ,12195122,2021,2022
Nicolas Batum ,12026998,2021,2022
Josh Hart ,12000000,2021,2022
Kelly Oubre ,12000000,2021,2022
Jusuf Nurkic ,12000000,2021,2022
Josh Richardson ,11615328,2021,2022
Marvin Bagley ,11312114,2021,2022
DeAndre Jordan ,11109327,2021,2022
Dwight Powell ,11080125,2021,2022
Devonte Graham ,11000000,2021,2022
Zion Williamson ,10733400,2021,2022
Larry Nance Jr ,10690909,2021,2022
Jeremy Lamb ,10500000,2021,2022
Reggie Jackson ,10384500,2021,2022
Richaun Holmes ,10384500,2021,2022
Al-Farouq Aminu ,10335621,2021,2022
Anthony Edwards ,10245480,2021,2022
Luka Doncic ,10174391,2021,2022
Cade Cunningham ,10050120,2021,2022
Danny Green ,10000000,2021,2022
Tomas Satoransky ,10000000,2021,2022
Tristan Thompson ,9946611,2021,2022
Kyle Anderson ,9937150,2021,2022
Derrick Favors ,9720900,2021,2022
Jae Crowder ,9720900,2021,2022
Montrezl Harrell ,9720900,2021,2022
Derrick Jones ,9720900,2021,2022
Serge Ibaka ,9720900,2021,2022
Ja Morant ,9603360,2021,2022
Reggie Bullock ,9536000,2021,2022
Alec Burks ,9536000,2021,2022
Talen Horton-Tucker ,9500000,2021,2022
Mason Plumlee ,9248333,2021,2022
Jaren Jackson Jr ,9180560,2021,2022
James Wiseman ,9166800,2021,2022
Jalen Green ,8992080,2021,2022
De'Anthony Melton ,8805976,2021,2022
Nerlens Noel ,8800000,2021,2022
Royce O'Neale ,8800000,2021,2022
Jakob Poeltl ,8750000,2021,2022
Maxi Kleber ,8750000,2021,2022
Thomas Bryant ,8666667,2021,2022
RJ Barrett ,8623920,2021,2022
Alex Caruso ,8600000,2021,2022
Delon Wright ,8526316,2021,2022
Dario Saric ,8510000,2021,2022
Monte Morris ,8449074,2021,2022
Tyus Jones ,8376286,2021,2022
Trae Young ,8326471,2021,2022
Daniel Theis ,8280351,2021,2022
LaMelo Ball ,8231760,2021,2022
Seth Curry ,8207518,2021,2022
JaMychal Green ,8200000,2021,2022
Cedi Osman ,8133334,2021,2022
Evan Mobley ,8075160,2021,2022
De'Andre Hunter ,7775400,2021,2022
DJ Augustin ,7622467,2021,2022
Mo Bamba ,7568743,2021,2022
Ivica Zubac ,7518518,2021,2022
TJ McConnell ,7500000,2021,2022
Rajon Rondo ,7500000,2021,2022
Patrick Williams ,7422000,2021,2022
Cory Joseph ,7310000,2021,2022
Scottie Barnes ,7280400,2021,2022
Darius Garland ,7040880,2021,2022
Chris Boucher ,7020000,2021,2022
PJ Tucker ,7000000,2021,2022
Zach Collins ,7000000,2021,2022
Wendell Carter ,6920027,2021,2022
Juan Hernangomez ,6803190,2021,2022
Isaac Okoro ,6720720,2021,2022
Jalen Suggs ,6592920,2021,2022
Cameron Payne ,6500000,2021,2022
Joakim Noah ,6431666,2021,2022
Jarrett Culver ,6395160,2021,2022
Khem Birch ,6350000,2021,2022
Collin Sexton ,6349671,2021,2022
Onyeka Okongwu ,6104280,2021,2022
Justin Holiday ,6006420,2021,2022
Josh Giddey ,5988000,2021,2022
Patrick Mills ,5890000,2021,2022
Rudy Gay ,5890000,2021,2022
Dennis Schroeder ,5890000,2021,2022
Kevin Knox ,5845978,2021,2022
Coby White ,5837760,2021,2022
Timofey Mozgov ,5573333,2021,2022
Killian Hayes ,5572680,2021,2022
Mikal Bridges ,5557725,2021,2022
Shai Gilgeous-Alexander ,5495532,2021,2022
Jonathan Kuminga ,5466360,2021,2022
Miles Bridges ,5421493,2021,2022
Jaxson Hayes ,5348280,2021,2022
Pat Connaughton ,5333334,2021,2022
Kris Dunn ,5317430,2021,2022
George Hill ,5275491,2021,2022
Michael Porter ,5258735,2021,2022
Dewayne Dedmon ,5256308,2021,2022
Ryan Anderson ,5214583,2021,2022
Hamidou Diallo ,5200000,2021,2022
Kevon Looney ,5178572,2021,2022
Troy Brown ,5170564,2021,2022
Obi Toppin ,5105160,2021,2022
Franz Wagner ,5007840,2021,2022
Josh Jackson ,5005350,2021,2022
Kendrick Nunn ,5000000,2021,2022
Louis Williams ,5000000,2021,2022
Luol Deng ,5000000,2021,2022
Robin Lopez ,5000000,2021,2022
JaVale McGee ,5000000,2021,2022
Danuel House ,4997424,2021,2022
Rui Hachimura ,4916160,2021,2022
Garrett Temple ,4910000,2021,2022
Taj Gibson ,4910000,2021,2022
Torrey Craig ,4878049,2021,2022
Bruce Brown ,4736102,2021,2022
Deni Avdija ,4692840,2021,2022
Donte DiVincenzo ,4675830,2021,2022
Cam Reddish ,4670160,2021,2022
David Nwaba ,4650000,2021,2022
Furkan Korkmaz ,4629630,2021,2022
Davion Mitchell ,4603200,2021,2022
Ishmael Smith ,4500000,2021,2022
Jeff Green ,4500000,2021,2022
Bryn Forbes ,4500000,2021,2022
Jalen Smith ,4458000,2021,2022
Lonnie Walker ,4447896,2021,2022
Cameron Johnson ,4437000,2021,2022
Ziaire Williams ,4373040,2021,2022
Bobby Portis ,4347600,2021,2022
Moe Harkless ,4347600,2021,2022
Kevin Huerter ,4253357,2021,2022
Devin Vassell ,4235160,2021,2022
Chandler Hutchison ,4224186,2021,2022
Willie Cauley-Stein ,4220083,2021,2022
PJ Washington ,4215120,2021,2022
James Bouknight ,4154400,2021,2022
Jevon Carter ,4107149,2021,2022
Josh Okogie ,4087904,2021,2022
Grayson Allen ,4054695,2021,2022
Jarred Vanderbilt ,4050000,2021,2022
Tyrese Haliburton ,4023600,2021,2022
Tyler Herro ,4004280,2021,2022
Dorian Finney-Smith ,4000000,2021,2022
Terence Davis ,4000000,2021,2022
Gorgui Dieng ,4000000,2021,2022
Aaron Holiday ,3980551,2021,2022
Josh Primo ,3946800,2021,2022
Jake Layman ,3940184,2021,2022
Anfernee Simons ,3938818,2021,2022
Justise Winslow ,3902439,2021,2022
Kira Lewis ,3822240,2021,2022
Romeo Langford ,3804360,2021,2022
Sekou Doumbouya ,3799131,2021,2022
Landry Shamet ,3768342,2021,2022
Chris Duarte ,3749400,2021,2022
Alex Len ,3732000,2021,2022
Robert Williams ,3661976,2021,2022
Aaron Nesmith ,3631200,2021,2022
Moses Moody ,3562200,2021,2022
Boban Marjanovic ,3500000,2021,2022
Mike Muscala ,3500000,2021,2022
Cole Anthony ,3449400,2021,2022
Corey Kispert ,3383640,2021,2022
Luka Samanic ,3355239,2021,2022
Georges Niang ,3300000,2021,2022
Michael Carter-Williams ,3300000,2021,2022
Isaiah Stewart ,3277080,2021,2022
Chuma Okeke ,3277080,2021,2022
Nickeil Alexander-Walker ,3261480,2021,2022
Alperen Sengun ,3214680,2021,2022
Jon Leuer ,3169348,2021,2022
Trey Burke ,3150000,2021,2022
Aleksej Pokusevski ,3113160,2021,2022
Facundo Campazzo ,3100000,2021,2022
Goga Bitadze ,3098400,2021,2022
Trey Murphy ,3053760,2021,2022
Sterling Brown ,3000000,2021,2022
Frank Jackson ,3000000,2021,2022
Josh Green ,2957520,2021,2022
Tre Mann ,2901240,2021,2022
Andrew Nicholson ,2844429,2021,2022
Matisse Thybulle ,2840160,2021,2022
Saddiq Bey ,2824320,2021,2022
Kai Jones ,2770560,2021,2022
Brandon Clarke ,2726880,2021,2022
Precious Achiuwa ,2711280,2021,2022
Marc Gasol ,2692991,2021,2022
Jalen Johnson ,2659680,2021,2022
LaMarcus Aldridge ,2641691,2021,2022
James Johnson ,2641691,2021,2022
Ed Davis ,2641691,2021,2022
Andre Iguodala ,2641691,2021,2022
Enes Kanter ,2641691,2021,2022
Carmelo Anthony ,2641691,2021,2022
Trevor Ariza ,2641691,2021,2022
Avery Bradley ,2641691,2021,2022
Wayne Ellington ,2641691,2021,2022
Dwight Howard ,2641691,2021,2022
Udonis Haslem ,2641691,2021,2022
Markieff Morris ,2641691,2021,2022
E'Twaun Moore ,2641691,2021,2022
Paul Millsap ,2641691,2021,2022
Grant Williams ,2617800,2021,2022
Tyrese Maxey ,2602920,2021,2022
Keon Johnson ,2553240,2021,2022
Darius Bazley ,2513040,2021,2022
Trey Lyles ,2500000,2021,2022
Zeke Nnaji ,2498760,2021,2022
Isaiah Jackson ,2451240,2021,2022
Ty Jerome ,2412840,2021,2022
Andre Drummond ,2401537,2021,2022
Austin Rivers ,2401537,2021,2022
Kent Bazemore ,2401537,2021,2022
Hassan Whiteside ,2401537,2021,2022
Otto Porter ,2389641,2021,2022
Victor Oladipo ,2389641,2021,2022
Tony Snell ,2389641,2021,2022
Solomon Hill ,2389641,2021,2022
Ben McLemore ,2389641,2021,2022
Cody Zeller ,2389641,2021,2022
Usman Garuba ,2353320,2021,2022
Leandro Bolmaro ,2353320,2021,2022
Willy Hernangomez ,2327220,2021,2022
Edmond Sumner ,2320000,2021,2022
Nassir Little ,2316240,2021,2022
RJ Hampton ,2303040,2021,2022
DeAndre Bembry ,2271045,2021,2022
Josh Christopher ,2259240,2021,2022
Monta Ellis ,2245400,2021,2022
Drew Eubanks ,2239820,2021,2022
Rodney Hood ,2239544,2021,2022
Elfrid Payton ,2239544,2021,2022
Dylan Windler ,2239200,2021,2022
Immanuel Quickley ,2210640,2021,2022
John Konchar ,2200000,2021,2022
Quentin Grimes ,2168640,2021,2022
Jordan Poole ,2161440,2021,2022
Bol Bol ,2161152,2021,2022
Keldon Johnson ,2145720,2021,2022
Payton Pritchard ,2137440,2021,2022
Jahlil Okafor ,2130023,2021,2022
Bones Hyland ,2096880,2021,2022
Nemanja Bjelica ,2089448,2021,2022
Frank Kaminsky ,2089448,2021,2022
Raul Neto ,2089448,2021,2022
Udoka Azubuike ,2075880,2021,2022
Jaden McDaniels ,2063280,2021,2022
Malachi Flynn ,2048040,2021,2022
DeMarcus Cousins ,2038942,2021,2022
Cam Thomas ,2036280,2021,2022
Desmond Bane ,2033160,2021,2022
Jaden Springer ,2023680,2021,2022
Day'Ron Sharpe ,2009160,2021,2022
Jordan McLaughlin ,2000000,2021,2022
Garrison Mathews ,2000000,2021,2022
Jeremiah Robinson-Earl ,2000000,2021,2022
Kenrich Williams ,2000000,2021,2022
Theo Maledon ,2000000,2021,2022
Abdel Nader ,2000000,2021,2022
Santiago Aldama ,1994520,2021,2022
Damian Jones ,1977011,2021,2022
Wesley Matthews ,1958495,2021,2022
Timothe Luwawu ,1939350,2021,2022
Rodney McGruder ,1939350,2021,2022
Moses Brown ,1933909,2021,2022
Wesley Iwundu ,1926834,2021,2022
Jose Alvarado ,1925406,2021,2022
Damion Lee ,1910860,2021,2022
PJ Dozier ,1910860,2021,2022
Killian Tillie ,1901625,2021,2022
Tyrell Terry ,1869438,2021,2022
Larry Sanders ,1865546,2021,2022
Carsen Edwards ,1859365,2021,2022
Shake Milton ,1846738,2021,2022
Jalen Brunson ,1802057,2021,2022
Mitchell Robinson ,1802057,2021,2022
Tony Bradley ,1789256,2021,2022
Frank Ntilikina ,1789256,2021,2022
Semi Ojeleye ,1789256,2021,2022
Malik Monk ,1789256,2021,2022
Dennis Smith ,1789256,2021,2022
Didi Louzada ,1786878,2021,2022
Kevin Porter ,1782621,2021,2022
Jalen McDaniels ,1782621,2021,2022
Terance Mann ,1782621,2021,2022
Jaylen Nowell ,1782621,2021,2022
Naz Reid ,1782621,2021,2022
Isaiah Roby ,1782621,2021,2022
Daniel Gafford ,1782621,2021,2022
Nicolas Claxton ,1782621,2021,2022
Cody Martin ,1782621,2021,2022
Dean Wade ,1782621,2021,2022
Vlatko Cancar ,1782621,2021,2022
Bruno Fernando ,1782621,2021,2022
Luguentz Dort ,1782621,2021,2022
KZ Okpala ,1782621,2021,2022
Eric Paschall ,1782621,2021,2022
Chimezie Metu ,1762796,2021,2022
Yuta Watanabe ,1762796,2021,2022
Armoni Brooks ,1739065,2021,2022
Thanasis Antetokounmpo ,1729217,2021,2022
Keita Bates-Diop ,1729217,2021,2022
Sviatoslav Mykhailiuk ,1729217,2021,2022
Isaiah Hartenstein ,1729217,2021,2022
Moritz Wagner ,1729217,2021,2022
Isaac Bonga ,1729217,2021,2022
Juan Toscano-Anderson ,1701593,2021,2022
Oshae Brissett ,1701593,2021,2022
Herb Jones ,1700000,2021,2022
Gabriel Deck ,1690507,2021,2022
Javonte Green ,1669178,2021,2022
Max Strus ,1669178,2021,2022
Gabe Vincent ,1669178,2021,2022
Matt Thomas ,1669178,2021,2022
Gary Payton II ,1669178,2021,2022
Robert Woodard ,1619015,2021,2022
Lance Stephenson ,1614825,2021,2022
Deividas Sirvydis ,1603559,2021,2022
Daniel Oturu ,1603559,2021,2022
Kevin Pangos ,1569178,2021,2022
Bismack Biyombo ,1518213,2021,2022
Nick Richards ,1517981,2021,2022
Lamar Stevens ,1517981,2021,2022
KJ Martin ,1517981,2021,2022
Xavier Tillman ,1517981,2021,2022
Naji Marshall ,1517981,2021,2022
Isaiah Joe ,1517981,2021,2022
Paul Reed ,1517981,2021,2022
Tre Jones ,1517981,2021,2022
Vernon Carey ,1517981,2021,2022
Jae'Sean Tate ,1517981,2021,2022
Sam Merrill ,1517981,2021,2022
Jordan Nwora ,1517981,2021,2022
CJ Elleby ,1517981,2021,2022
Elijah Hughes ,1517981,2021,2022
Jahmi'us Ramsey ,1517981,2021,2022
Anthony Gill ,1517981,2021,2022
Isaiah Todd ,1500000,2021,2022
Saben Lee ,1489065,2021,2022
Omer Yurtseven ,1489065,2021,2022
JR Smith ,1456667,2021,2022
Stanley Johnson ,1368998,2021,2022
Duane Washington Jr ,1346676,2021,2022
Aaron Wiggins ,1305761,2021,2022
Marquese Chriss ,1292900,2021,2022
JT Thor ,1250000,2021,2022
DeMarre Carroll ,1242340,2021,2022
Jabari Parker ,1168286,2021,2022
Alfonzo McKinnie ,1090007,2021,2022
Zhaire Smith ,1068200,2021,2022
Jason Preston ,1062303,2021,2022
Isaiah Livers ,1057260,2021,2022
Guerschon Yabusele ,1039080,2021,2022
Denzel Valentine ,1005633,2021,2022
Alize Johnson ,1003740,2021,2022
Kyle Singler ,999200,2021,2022
Kelan Martin ,993760,2021,2022
Miye Oni ,946261,2021,2022
Ayo Dosunmu ,925258,2021,2022
Marko Simonovic ,925258,2021,2022
BJ Boston ,925258,2021,2022
Austin Reaves ,925258,2021,2022
Miles McBride ,925258,2021,2022
Vit Krejci ,925258,2021,2022
Charles Bassey ,925258,2021,2022
Greg Brown ,925258,2021,2022
Jock Landale ,925258,2021,2022
Jared Butler ,925258,2021,2022
Luka Garza ,925258,2021,2022
Dalano Banton ,925258,2021,2022
Daishen Nix ,923078,2021,2022
Isaiah Thomas ,910926,2021,2022
Terry Taylor ,895125,2021,2022
Mamadi Diakite ,869078,2021,2022
Caleb Martin ,844011,2021,2022
Brad Wanamaker ,814918,2021,2022
Luke Kornet ,812364,2021,2022
Wayne Selden ,812363,2021,2022
Gary Clark ,811213,2021,2022
Ryan Arcidiacono ,774727,2021,2022
Trendon Watford ,768830,2021,2022
Patrick Patterson ,737067,2021,2022
Devontae Cacok ,726128,2021,2022
Admiral Schofield ,723741,2021,2022
Ishmail Wainright ,707893,2021,2022
Shaun Livingston ,666666,2021,2022
Malik Fitts ,630874,2021,2022
Sam Hauser ,619498,2021,2022
Greg Monroe ,612805,2021,2022
Amir Coffey ,573576,2021,2022
Joe Wieskamp ,563663,2021,2022
Keifer Sykes ,558345,2021,2022
Haywood Highsmith ,547701,2021,2022
Nik Stauskas ,534993,2021,2022
Davon Reed ,532398,2021,2022
Wenyen Gabriel ,522015,2021,2022
Skylar Mays ,510907,2021,2022
Georgios Kalaitzakis ,499852,2021,2022
RJ Nembhard ,491876,2021,2022
Chris Silva ,479650,2021,2022
Kessler Edwards ,463211,2021,2022
Trent Forrest ,463211,2021,2022
Sandro Mamukelashvili ,462629,2021,2022
Jericho Sims ,462629,2021,2022
Sharife Cooper ,462629,2021,2022
Brodric Thomas ,462629,2021,2022
David Duke ,462629,2021,2022
Arnoldas Kulboka ,462629,2021,2022
Scottie Lewis ,462629,2021,2022
Tyler Cook ,462629,2021,2022
Markus Howard ,462629,2021,2022
Jamorko Pickett ,462629,2021,2022
Sean Chris Smith ,462629,2021,2022
Chris Chiozza ,462629,2021,2022
Jay Scrubb ,462629,2021,2022
Yves Pons ,462629,2021,2022
Nathan Knight ,462629,2021,2022
McKinley Wright ,462629,2021,2022
Ignas Brazdeikis ,462629,2021,2022
Keljin Blevins ,462629,2021,2022
Neemias Queta ,462629,2021,2022
Justin Champagnie ,462629,2021,2022
David Johnson ,462629,2021,2022
Joel Ayayi ,462629,2021,2022
Cassius Winston ,462629,2021,2022
Justin Anderson ,445828,2021,2022
Theo Pinson ,440710,2021,2022
Charlie Brown ,431151,2021,2022
James Ennis ,386127,2021,2022
Langston Galloway ,386127,2021,2022
Tim Frazier ,386127,2021,2022
Kyle Guy ,383079,2021,2022
Sam Dekker ,350000,2021,2022
Quinndary Weatherspoon ,346491,2021,2022
Brandon Goodwin ,343988,2021,2022
Malcolm Hill ,324373,2021,2022
Louis King ,316396,2021,2022
Justin Jackson ,308493,2021,2022
Shaquille Harrison ,308493,2021,2022
DJ Wilson ,308493,2021,2022
Jeff Dowtin ,305761,2021,2022
Trevelin Queen ,303102,2021,2022
Paul Watson ,303102,2021,2022
Myles Powell ,300443,2021,2022
Jontay Porter ,300000,2021,2022
Mason Jones ,295125,2021,2022
Eugene Omoruyi ,281831,2021,2022
Brandon Knight ,274672,2021,2022
Justin Robinson ,265953,2021,2022
Ja'Vonte Smart ,265878,2021,2022
Mychal Mulder ,257902,2021,2022
Tyler Johnson ,257418,2021,2022
Cassius Stanley ,256734,2021,2022
Zylan Cheatham ,256734,2021,2022
Devon Dotson ,239291,2021,2022
Marcus Garrett ,236632,2021,2022
Lindell Wigginton ,233973,2021,2022
Jay Huff ,225997,2021,2022
Olivier Sarr ,223339,2021,2022
Aaron Henry ,223338,2021,2022
Freddie Gillespie ,221156,2021,2022
JaQuori McLaughlin ,220679,2021,2022
Rayjon Tucker ,220639,2021,2022
Tacko Fall ,218021,2021,2022
Petr Cornelie ,218021,2021,2022
Juwan Morgan ,211046,2021,2022
Damyean Dotson ,205662,2021,2022
Xavier Moon ,202069,2021,2022
Tyrone Wallace ,198760,2021,2022
Norvel Pelle ,191860,2021,2022
Jaylen Hoard ,191860,2021,2022
Tremont Waters ,191860,2021,2022
Reggie Perry ,188272,2021,2022
Devin Cannady ,185578,2021,2022
Brandon Williams ,180798,2021,2022
Moses Wright ,172821,2021,2022
DeJon Jarreau ,172821,2021,2022
Dakota Mathias ,171156,2021,2022
Matt Mooney ,171156,2021,2022
Daulton Hommes ,167504,2021,2022
Grant Riller ,162186,2021,2022
Lindy Waters III ,159527,2021,2022
Joe Johnson ,151821,2021,2022
CJ Miles ,151821,2021,2022
Ersan Ilyasova ,151821,2021,2022
Darren Collison ,151821,2021,2022
Anthony Tolliver ,151821,2021,2022
Chaundee Brown ,151552,2021,2022
Xavier Sneed ,146233,2021,2022
Mario Chalmers ,138019,2021,2022
Anthony Lamb ,136095,2021,2022
Braxton Key ,127622,2021,2022
Troy Williams ,122741,2021,2022
Feron Hunt ,116987,2021,2022
Mac McClung ,111670,2021,2022
Matt Ryan ,111669,2021,2022
Emmanuel Mudiay ,111457,2021,2022
Carlik Jones ,106352,2021,2022
Hassani Gravett ,106352,2021,2022
Paris Bass ,106352,2021,2022
Jordan Bell ,102831,2021,2022
Cheick Diallo ,102831,2021,2022
DJ Stewart ,101034,2021,2022
Nate Hinton ,96213,2021,2022
Derrick Walton ,95930,2021,2022
DaQuan Jeffries ,95930,2021,2022
Justin James ,95930,2021,2022
Scotty Hopson ,95930,2021,2022
BJ Johnson ,95930,2021,2022
Jaylen Morris ,95930,2021,2022
Demetrius Jackson ,92857,2021,2022
Chris Clemons ,85578,2021,2022
Cameron Oliver ,85578,2021,2022
Malik Newman ,85578,2021,2022
George King ,85578,2021,2022
Jemerrio Jones ,85578,2021,2022
Emanuel Terry ,85578,2021,2022
Jared Harper ,85081,2021,2022
Gabriel Lundberg ,79764,2021,2022
Jordan Schakel ,53176,2021,2022
Anthony Barber ,53176,2021,2022
Malik Ellison ,53176,2021,2022
Justin Tillman ,53176,2021,2022
Tre Scott ,53176,2021,2022
Jaysean Paige ,53176,2021,2022
Trayvon Palmer ,53176,2021,2022
Micah Potter ,53176,2021,2022
Ahmad Caver ,53176,2021,2022
Shaq Buchanan ,53176,2021,2022
Jon Teske ,53176,2021,2022
Aric Holman ,53176,2021,2022
Javin DeLaurier ,53176,2021,2022
Tyler Hall ,53176,2021,2022
Rob Edwards ,53176,2021,2022
Aleem Ford ,53176,2021,2022
MJ Walker ,53176,2021,2022
Jarron Cumberland ,53176,2021,2022
Cameron McGriff ,53176,2021,2022
Ade Murkey ,53176,2021,2022
Jaime Echenique ,53176,2021,2022
Jordan Goodwin ,53176,2021,2022
Craig Sword ,53176,2021,2022
Luca Vildoza ,42789,2021,2022
Zavier Simpson ,37223,2021,2022
Mfiondu Kabengele ,19186,2021,2022
Melvin Frazier ,13294,2021,2022
